"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","20-Jan-2016","       1139.65","       1134.00","       1160.00","       1117.00","       1120.75","       1121.25","       1127.86","    3753999","      42339.96","     106567","    2197144","         58.53"
"INFY","EQ","21-Jan-2016","       1121.25","       1135.00","       1142.50","       1122.00","       1139.65","       1137.05","       1133.26","    3371500","      38207.75","     107775","    2004650","         59.46"
"INFY","EQ","22-Jan-2016","       1137.05","       1148.10","       1152.50","       1131.00","       1140.00","       1136.25","       1139.49","    3218009","      36668.80","     106108","    2176678","         67.64"
"INFY","EQ","25-Jan-2016","       1136.25","       1140.25","       1146.85","       1124.55","       1141.00","       1137.65","       1136.23","    2289631","      26015.52","      78546","    1529972","         66.82"
"INFY","EQ","27-Jan-2016","       1137.65","       1146.45","       1149.60","       1135.00","       1135.35","       1138.50","       1141.44","    3485981","      39790.42","      79129","    2274278","         65.24"
"INFY","EQ","28-Jan-2016","       1138.50","       1136.00","       1142.60","       1126.20","       1129.10","       1129.60","       1131.59","    3894299","      44067.65","      67003","    3016965","         77.47"
"INFY","EQ","29-Jan-2016","       1129.60","       1138.00","       1170.00","       1131.60","       1166.00","       1164.90","       1155.59","    5116054","      59120.64","     105694","    3658298","         71.51"
"INFY","EQ","01-Feb-2016","       1164.90","       1170.00","       1179.90","       1161.60","       1171.50","       1173.35","       1171.18","    2125563","      24894.18","      69859","    1159429","         54.55"
"INFY","EQ","02-Feb-2016","       1173.35","       1176.85","       1190.00","       1164.00","       1168.40","       1175.55","       1181.63","    3816351","      45095.12","      87845","    2430012","         63.67"
"INFY","EQ","03-Feb-2016","       1175.55","       1167.80","       1175.90","       1152.75","       1158.90","       1157.70","       1163.28","    2622983","      30512.58","      64989","    1613649","         61.52"
"INFY","EQ","04-Feb-2016","       1157.70","       1160.05","       1194.95","       1160.05","       1179.30","       1179.75","       1181.37","    2774673","      32779.19","      68846","    1524604","         54.95"
"INFY","EQ","05-Feb-2016","       1179.75","       1175.50","       1186.65","       1171.85","       1176.85","       1174.70","       1178.61","    1992112","      23479.16","      72608","    1221680","         61.33"
"INFY","EQ","08-Feb-2016","       1174.70","       1163.75","       1172.20","       1143.80","       1145.85","       1150.80","       1159.26","    2110522","      24466.36","      58432","    1435924","         68.04"
"INFY","EQ","09-Feb-2016","       1150.80","       1128.30","       1128.30","       1093.50","       1107.50","       1107.65","       1107.11","    3789786","      41957.09","     110917","    2447506","         64.58"
"INFY","EQ","10-Feb-2016","       1107.65","       1108.00","       1127.50","       1105.00","       1106.10","       1108.55","       1115.31","    2933027","      32712.49","      95356","    1678192","         57.22"
"INFY","EQ","11-Feb-2016","       1108.55","       1111.00","       1113.00","       1071.15","       1078.80","       1078.65","       1089.29","    2607189","      28399.88","      93260","    1525023","         58.49"
"INFY","EQ","12-Feb-2016","       1078.65","       1094.70","       1104.40","       1067.00","       1084.75","       1084.65","       1083.79","    3704048","      40144.09","     112945","    2195228","         59.27"
"INFY","EQ","15-Feb-2016","       1084.65","       1096.25","       1100.20","       1086.60","       1089.00","       1091.75","       1091.38","    2546739","      27794.57","     107866","    1662965","         65.30"
"INFY","EQ","16-Feb-2016","       1091.75","       1087.00","       1092.75","       1073.70","       1081.20","       1079.15","       1081.53","    2562724","      27716.72","      92796","    1599118","         62.40"
"INFY","EQ","17-Feb-2016","       1079.15","       1081.75","       1103.00","       1077.00","       1095.00","       1097.85","       1089.23","    2082299","      22681.05","      79410","    1221857","         58.68"
"INFY","EQ","18-Feb-2016","       1097.85","       1100.00","       1127.00","       1100.00","       1121.30","       1123.40","       1115.43","    2094536","      23363.18","      70844","    1322322","         63.13"
"INFY","EQ","19-Feb-2016","       1123.40","       1119.20","       1134.20","       1113.85","       1123.45","       1127.25","       1125.72","    1987009","      22368.25","      85227","    1299849","         65.42"
"INFY","EQ","22-Feb-2016","       1127.25","       1131.00","       1133.95","       1114.05","       1126.00","       1126.65","       1126.83","    1928505","      21730.93","      71684","    1202192","         62.34"
"INFY","EQ","23-Feb-2016","       1126.65","       1130.25","       1132.50","       1116.05","       1123.00","       1123.90","       1124.64","    1250980","      14068.96","      78553","     662922","         52.99"
"INFY","EQ","24-Feb-2016","       1123.90","       1119.50","       1143.75","       1118.35","       1125.00","       1125.35","       1132.34","    2475357","      28029.37","      92342","    1604525","         64.82"
"INFY","EQ","25-Feb-2016","       1125.35","       1125.40","       1130.60","       1101.10","       1115.90","       1110.30","       1112.14","    2242264","      24937.10","     102958","    1444125","         64.40"
"INFY","EQ","26-Feb-2016","       1110.30","       1120.15","       1132.00","       1116.00","       1122.10","       1121.15","       1121.60","    2117818","      23753.37","     114603","    1397368","         65.98"
"INFY","EQ","29-Feb-2016","       1121.15","       1129.50","       1130.40","       1068.30","       1085.55","       1084.05","       1095.62","    4083038","      44734.69","      95756","    2466669","         60.41"
"INFY","EQ","01-Mar-2016","       1084.05","       1094.80","       1130.30","       1094.80","       1128.75","       1125.45","       1118.92","    3193077","      35727.94","      99480","    2364104","         74.04"
"INFY","EQ","02-Mar-2016","       1125.45","       1137.05","       1163.50","       1125.00","       1158.50","       1156.00","       1143.15","    3607449","      41238.73","     105889","    2027082","         56.19"
"INFY","EQ","03-Mar-2016","       1156.00","       1168.00","       1192.85","       1154.00","       1172.00","       1169.30","       1173.96","    2907152","      34128.92","     100651","    1689844","         58.13"
"INFY","EQ","04-Mar-2016","       1169.30","       1175.60","       1185.00","       1159.10","       1175.30","       1170.65","       1173.98","    2140840","      25133.00","      63895","    1227929","         57.36"
"INFY","EQ","08-Mar-2016","       1170.65","       1163.00","       1190.50","       1147.40","       1160.85","       1163.45","       1159.98","    3808873","      44182.19","     107108","    2482004","         65.16"
"INFY","EQ","09-Mar-2016","       1163.45","       1145.00","       1183.75","       1142.95","       1177.00","       1178.50","       1168.24","    3152891","      36833.23","      89544","    1983227","         62.90"
"INFY","EQ","10-Mar-2016","       1178.50","       1162.90","       1162.90","       1139.35","       1142.65","       1142.50","       1148.72","   12190508","     140034.26","      90787","    8349472","         68.49"
"INFY","EQ","11-Mar-2016","       1142.50","       1146.20","       1155.95","       1138.20","       1141.00","       1143.00","       1148.57","    2029274","      23307.56","      60784","    1051356","         51.81"
"INFY","EQ","14-Mar-2016","       1143.00","       1146.00","       1154.25","       1138.50","       1140.90","       1141.20","       1143.60","    2087131","      23868.46","      78868","    1363995","         65.35"
"INFY","EQ","15-Mar-2016","       1141.20","       1144.00","       1154.50","       1128.95","       1134.60","       1134.40","       1139.17","    3360129","      38277.56","      73517","    2365218","         70.39"
"INFY","EQ","16-Mar-2016","       1134.40","       1141.90","       1155.00","       1131.55","       1151.10","       1152.45","       1145.49","    2794425","      32009.81","      68267","    1732991","         62.02"
"INFY","EQ","17-Mar-2016","       1152.45","       1156.90","       1169.75","       1154.05","       1157.00","       1161.75","       1161.70","    3237311","      37607.89","      99521","    2167945","         66.97"
"INFY","EQ","18-Mar-2016","       1161.75","       1162.80","       1199.00","       1162.00","       1190.00","       1193.40","       1182.50","    4238711","      50122.57","      95530","    2948553","         69.56"
"INFY","EQ","21-Mar-2016","       1193.40","       1188.00","       1199.00","       1180.05","       1192.70","       1194.90","       1189.83","    2569196","      30569.13","      85237","    1708992","         66.52"
"INFY","EQ","22-Mar-2016","       1194.90","       1191.25","       1194.00","       1172.00","       1193.10","       1189.95","       1182.78","    3548975","      41976.65","     102921","    2439886","         68.75"
"INFY","EQ","23-Mar-2016","       1189.95","       1190.00","       1210.70","       1182.10","       1208.80","       1207.80","       1195.90","    3166588","      37869.38","     136505","    2319740","         73.26"
"INFY","EQ","28-Mar-2016","       1207.80","       1232.40","       1237.00","       1195.75","       1209.00","       1204.90","       1212.25","    5393755","      65385.92","     112913","    3674676","         68.13"
"INFY","EQ","29-Mar-2016","       1204.90","       1199.00","       1218.90","       1191.55","       1195.00","       1197.25","       1205.49","    3497678","      42164.17","      91763","    2171350","         62.08"
"INFY","EQ","30-Mar-2016","       1197.25","       1197.60","       1210.00","       1195.55","       1206.60","       1205.95","       1205.03","    2878409","      34685.75","      94161","    2018979","         70.14"
"INFY","EQ","31-Mar-2016","       1205.95","       1210.25","       1229.90","       1200.30","       1220.00","       1218.30","       1215.31","    8998160","     109355.18","     207681","    5973609","         66.39"
"INFY","BL","01-Apr-2016","       2136.10","       1220.25","       1220.25","       1220.15","       1220.15","       1220.15","       1220.18","     775000","       9456.36","          2","     775000","        100.00"
"INFY","EQ","01-Apr-2016","       1218.30","       1216.00","       1222.20","       1195.10","       1207.60","       1205.45","       1208.16","    2755714","      33293.32","      97501","    1652337","         59.96"
"INFY","EQ","04-Apr-2016","       1205.45","       1213.55","       1248.00","       1213.55","       1245.30","       1243.70","       1234.52","    2288527","      28252.38","      76941","    1337441","         58.44"
"INFY","EQ","05-Apr-2016","       1243.70","       1242.00","       1242.30","       1214.00","       1218.00","       1219.80","       1227.40","    2395358","      29400.55","      72189","    1435543","         59.93"
"INFY","EQ","06-Apr-2016","       1219.80","       1228.00","       1228.00","       1196.00","       1201.65","       1200.70","       1208.74","    2465677","      29803.55","      82745","    1349608","         54.74"
"INFY","EQ","07-Apr-2016","       1200.70","       1208.40","       1208.40","       1175.00","       1181.00","       1181.50","       1183.37","    2828945","      33476.81","     110844","    1694491","         59.90"
"INFY","EQ","08-Apr-2016","       1181.50","       1175.85","       1177.50","       1162.05","       1167.25","       1165.75","       1169.04","    2097789","      24523.93","      73531","    1183847","         56.43"
"INFY","EQ","11-Apr-2016","       1165.75","       1165.80","       1186.75","       1151.10","       1184.10","       1183.90","       1170.05","    2884339","      33748.30","      94441","    1468873","         50.93"
"INFY","EQ","12-Apr-2016","       1183.90","       1180.50","       1194.90","       1178.60","       1183.00","       1182.20","       1185.97","    2921069","      34642.93","      91101","    1996122","         68.34"
"INFY","EQ","13-Apr-2016","       1182.20","       1194.95","       1194.95","       1166.35","       1176.00","       1172.70","       1176.38","    6255693","      73590.84","     184136","    4443119","         71.03"
"INFY","EQ","18-Apr-2016","       1172.70","       1250.00","       1267.90","       1233.50","       1237.15","       1238.70","       1247.17","   12507995","     155996.51","     287988","    7270261","         58.12"
"INFY","EQ","20-Apr-2016","       1238.70","       1244.00","       1246.45","       1225.80","       1244.00","       1243.60","       1237.18","    4036424","      49938.01","     139599","    2555094","         63.30"
"INFY","EQ","21-Apr-2016","       1243.60","       1251.00","       1251.00","       1218.10","       1226.80","       1226.30","       1231.52","    2720550","      33504.10","      97218","    1626993","         59.80"
"INFY","EQ","22-Apr-2016","       1226.30","       1226.30","       1228.50","       1207.00","       1212.75","       1211.25","       1215.94","    2571969","      31273.65","      96983","    1634111","         63.54"
"INFY","EQ","25-Apr-2016","       1211.25","       1212.05","       1224.80","       1201.10","       1219.25","       1215.85","       1211.42","    2682067","      32491.13","      91828","    1673309","         62.39"
"INFY","EQ","26-Apr-2016","       1215.85","       1215.45","       1239.55","       1208.60","       1230.15","       1232.15","       1227.12","    2923372","      35873.19","      91684","    1829934","         62.60"
"INFY","EQ","27-Apr-2016","       1232.15","       1229.20","       1242.35","       1228.55","       1239.15","       1240.15","       1236.90","    2243104","      27744.92","     110848","    1582665","         70.56"
"INFY","EQ","28-Apr-2016","       1240.15","       1231.00","       1239.60","       1207.00","       1210.00","       1209.15","       1213.55","    6082584","      73815.19","     136015","    4311117","         70.88"
"INFY","EQ","29-Apr-2016","       1209.15","       1211.45","       1223.55","       1205.00","       1206.20","       1208.10","       1211.59","    2518205","      30510.21","     103524","    1689412","         67.09"
"INFY","EQ","02-May-2016","       1208.10","       1210.00","       1211.15","       1196.15","       1199.55","       1201.05","       1200.96","    1807625","      21708.85","      50153","    1152917","         63.78"
"INFY","EQ","03-May-2016","       1201.05","       1202.75","       1212.20","       1171.80","       1177.95","       1177.80","       1190.11","    3412405","      40611.50","     132901","    2158470","         63.25"
"INFY","EQ","04-May-2016","       1177.80","       1181.00","       1193.00","       1170.65","       1190.00","       1188.85","       1182.72","    2906421","      34374.84","     106651","    1940064","         66.75"
"INFY","EQ","05-May-2016","       1188.85","       1195.15","       1199.00","       1181.10","       1195.45","       1192.45","       1189.58","    3151334","      37487.59","     137968","    2090748","         66.34"
"INFY","EQ","06-May-2016","       1192.45","       1189.80","       1189.80","       1177.05","       1179.00","       1181.50","       1181.92","    1298360","      15345.52","      54186","     743792","         57.29"
"INFY","EQ","09-May-2016","       1181.50","       1182.00","       1201.55","       1180.60","       1199.85","       1199.05","       1192.94","    2561839","      30561.24","      81316","    1718212","         67.07"
"INFY","EQ","10-May-2016","       1199.05","       1202.50","       1216.65","       1196.60","       1211.95","       1212.80","       1206.66","    1697852","      20487.36","      75786","    1019801","         60.06"
"INFY","EQ","11-May-2016","       1212.80","       1198.50","       1214.70","       1192.50","       1204.00","       1201.85","       1203.69","    1854944","      22327.83","      64272","    1006994","         54.29"
"INFY","EQ","12-May-2016","       1201.85","       1203.90","       1213.00","       1196.80","       1210.80","       1210.00","       1205.68","    1703466","      20538.42","      77725","    1118347","         65.65"
"INFY","EQ","13-May-2016","       1210.00","       1206.00","       1210.00","       1192.15","       1208.00","       1207.25","       1202.44","    2826032","      33981.42","      81828","    2104685","         74.47"
"INFY","EQ","16-May-2016","       1207.25","       1210.20","       1223.65","       1205.00","       1212.80","       1215.00","       1214.69","    2266939","      27536.24","      77520","    1493929","         65.90"
"INFY","EQ","17-May-2016","       1215.00","       1220.00","       1225.75","       1208.15","       1213.55","       1214.25","       1219.27","    1898147","      23143.46","      75775","    1249282","         65.82"
"INFY","EQ","18-May-2016","       1214.25","       1199.00","       1214.00","       1197.90","       1212.00","       1209.85","       1204.37","    2128298","      25632.60","      60053","    1398184","         65.69"
"INFY","EQ","19-May-2016","       1209.85","       1210.95","       1216.15","       1201.00","       1201.15","       1205.75","       1208.41","    1977200","      23892.59","      63251","    1357458","         68.66"
"INFY","EQ","20-May-2016","       1205.75","       1205.00","       1219.50","       1200.00","       1200.90","       1201.60","       1209.24","    1997274","      24151.93","      72124","    1295982","         64.89"
"INFY","EQ","23-May-2016","       1201.60","       1203.40","       1205.15","       1185.00","       1188.20","       1188.00","       1191.44","    2292973","      27319.36","      65785","    1466912","         63.97"
"INFY","EQ","24-May-2016","       1188.00","       1191.05","       1191.75","       1177.60","       1190.00","       1187.75","       1184.79","    1742530","      20645.35","      85326","    1025191","         58.83"
"INFY","EQ","25-May-2016","       1187.75","       1194.10","       1213.10","       1194.10","       1209.15","       1208.65","       1208.82","    1928698","      23314.55","      66033","    1310424","         67.94"
"INFY","EQ","26-May-2016","       1208.65","       1210.10","       1239.80","       1210.10","       1237.90","       1234.15","       1227.35","    3068218","      37657.69","      96613","    2359311","         76.90"
"INFY","EQ","27-May-2016","       1234.15","       1231.60","       1259.50","       1231.60","       1245.00","       1247.50","       1249.54","    3090382","      38615.55","      79330","    2203990","         71.32"
"INFY","EQ","30-May-2016","       1247.50","       1241.50","       1272.00","       1241.50","       1267.00","       1267.60","       1267.25","    2642850","      33491.59","      92600","    1938752","         73.36"
